TransactionID,Amount,V1,V2,V3,V4,V5,Class
1,24.76,0.31444916275730145,0.7238778321715108,0.3231191703005685,-0.39615864111141863,2.8281381996083295,0
2,13.82,-0.790144997751171,-0.11916456688889075,0.8607022292102633,-0.07380794807729059,0.04729067090729827,0
3,26.55,0.3743138093571868,-0.5463806583803072,1.525026208391192,0.008371724570645804,1.8322178960443927,0
4,4.54,-1.2589372047428444,1.0276916840550812,-0.36577054865160713,2.436580699173394,-0.9494637836582462,0
5,24.91,-0.49855528702026236,2.3070250219176804,-0.15315148944953547,1.5873994447448236,-0.7163869552417976,0
6,10.25,-0.9984614536704111,-1.4884816949898625,-1.103945338955305,-0.7495425833644482,-1.397750980319666,0
7,18.3,-0.36622805751280757,0.5504432872648624,0.955324434100099,0.6659760966842813,0.5070233307572951,0
8,14.96,0.48501465848100955,0.5948657348751851,-0.40857180190859865,1.0426931312844578,0.5322744925944984,0
9,0.25,-0.40459419585275924,0.7131539143984382,-0.8263315654665819,-0.22149990357378146,-0.35505215358603637,0
10,46.71,0.9941559269850938,0.19301598814485801,0.27280155974339904,-0.5565212736727584,-0.15693471463164707,0
11,14.28,-1.419982177974251,-0.31052304877543224,2.589938042995019,0.09628066450034742,0.4760239017838074,0
12,71.18,-0.7767726625069213,-0.7844342582347226,-1.5377507021507315,-0.2586976254950938,0.561680413459876,0
13,84.36,0.8563843640552581,1.3899492407252385,0.6708674399118536,-1.011883504460487,0.9968096062777261,0
14,11.53,0.046705077389957654,1.7567197628260551,1.8561250686887358,-0.017544019257048144,-2.254509983818844,0
15,0.16,-0.23535738546268142,0.2589731049729936,-0.7220292022740956,2.2780573303074347,0.6576731012916528,0
16,167.51,0.6323413219145516,0.27489033262321894,0.14052163872535497,-1.2065185357395647,-1.8774572724587486,0
17,31.63,0.9127559546727088,-1.0470013350168053,1.3539657854280471,0.7663980309846198,0.7143302831318441,0
18,14.43,0.3220642348091657,0.36533802349826905,0.7045179259829492,-1.1333460752586908,1.153316143759187,0
19,283.71,-0.03291622004283985,-1.1011128274845747,0.4725871020979567,0.6259032836398092,-0.8536788418065965,0
20,32.23,-0.924142807242171,0.02080293844292952,1.20834582266818,1.1842692007720903,0.2133026279516133,0
21,65.72,-0.7713148875220136,-0.9303331293124809,0.15184545684869102,-1.098895234468881,-2.9342166140286157,0
22,78.43,1.0058661172008518,-1.1479412676250667,-0.8636540567785636,0.7656151865267957,-0.8471536974588668,0
23,41.91,-1.0851408861208272,-0.07556864944150594,-0.08609562084758259,0.6893833529467293,-2.1919059720463276,0
24,72.75,-1.0963585164385088,-2.256997086460183,0.25027301953258124,-1.0655318737908006,0.12182918514414989,0
25,69.1,0.08374752154535274,-0.9731286416030952,-1.6318316136197595,-0.24830215024458344,1.0718121584890221,0
26,79.75,-0.5791511685338129,-1.3332694408828119,0.8163104741979808,-0.030207790768993048,-1.0392416501487152,0
27,18.68,0.18788089857377466,0.8731753276810094,-0.5698122498676149,1.481056928115687,-1.8189157547733956,0
28,5.41,-1.822517157846059,0.042842906239510176,0.9905042705172507,-0.49442803788131073,-0.1944542603194167,0
29,12.49,0.862339331821355,0.7954268462587701,-0.5357289820946711,-0.42248551044754373,0.05157428256313844,0
30,78.38,0.9881177977688788,-0.21631156676592997,-1.0806066931987504,-0.029823696633709595,1.011814547711037,0
31,26.99,0.5774985946708142,-0.4054032281881731,0.24377523436501725,-0.4290093651103901,1.739956136550708,0
32,35.82,-0.5043518252846315,0.2077979819774079,-1.4017495159409292,0.9061957028178981,2.344545495430385,0
33,7.63,1.3802511237009385,-0.16097263174074516,-0.04240910612235966,-0.02666761870531228,-1.5986100331822213,0
34,147.27,-2.3373405483781657,-0.8970365172729247,1.0993172581441304,1.1294839912223422,-1.5530340370048488,0
35,58.79,0.640318452891256,-0.6231313725598996,0.581533004488452,-1.1251259772299769,-0.3267391352743589,0
36,89.24,0.45497203506671224,-0.5602302024361651,-1.0407288948648652,0.12294385095021883,1.2581276037817735,0
37,122.96,-1.994895589467245,0.40515213218253066,-0.8780837935749847,0.9747623122650069,-0.24468888602065872,0
38,12.65,1.722418919199104,-1.8726140555556254,-0.19688561733722962,0.3569878379295653,0.29234327786302056,0
39,268.54,0.8783125942043573,-1.4233236789496382,-1.272496480570551,0.45203510729828666,-0.498445163563318,0
40,6.66,0.15263823449641814,-0.5062360082679026,-0.1714780192971388,0.13517672514507353,-1.3527974163943164,0
41,7.7,-0.7815269930376203,-1.2565700541527638,-1.8278797981574428,1.3326785576274593,0.054809004188901105,0
42,15.96,-1.047885259304015,-0.5129549320604992,0.7699139964813189,-0.7939256342852352,2.2032159962670863,0
